64,194,0,10,0.010000
64,304,0,100,0.010000
64,279,0,1000,0.017000
64,306,0,10000,0.008000
64,204,0,5,0.003000
64,281,0,50,0.016000
64,299,0,500,0.013000
64,312,0,5000,0.005000
64,299,0,50000,0.017000
64,204,0,10,0.018000
64,289,0,100,0.006000
64,265,0,1000,0.016000
64,296,0,10000,0.006000
64,167,0,5,0.008000
64,265,0,50,0.010000
64,296,0,500,0.006000
64,297,0,5000,0.012000
64,299,0,50000,0.013000
64,216,0,10,0.016000
64,305,0,100,0.003000
64,286,0,1000,0.017000
64,313,0,10000,0.007000
64,183,0,5,0.011000
64,271,0,50,0.005000
64,286,0,500,0.007000
64,307,0,5000,0.018000
64,288,0,50000,0.020000
64,202,0,10,0.006000
64,301,0,100,0.018000
64,301,0,1000,0.002000
64,306,0,10000,0.017000
64,161,0,5,0.010000
64,275,0,50,0.009000
64,315,0,500,0.005000
64,286,0,5000,0.016000
64,308,0,50000,0.011000
64,193,0,10,0.015000
64,316,0,100,0.003000
64,300,0,1000,0.003000
64,320,0,10000,0.004000
64,200,0,5,0.017000
64,276,0,50,0.018000
64,325,0,500,0.006000
64,283,0,5000,0.010000
64,290,0,50000,0.005000
64,194,0,10,0.016000
64,283,0,100,0.010000
64,285,0,1000,0.006000
64,306,0,10000,0.006000
64,188,0,5,0.015000
64,277,0,50,0.005000
64,307,0,500,0.017000
64,311,0,5000,0.017000
64,277,0,50000,0.013000
64,210,0,10,0.016000
64,314,0,100,0.013000
64,328,0,1000,0.013000
64,341,0,10000,0.013000
64,186,0,5,0.014000
64,270,0,50,0.018000
64,281,0,500,0.006000
64,303,0,5000,0.002000
64,338,0,50000,0.003000
64,225,0,10,0.012000
64,266,0,100,0.015000
64,288,0,1000,0.004000
64,299,0,10000,0.026000
64,178,0,5,0.011000
64,289,0,50,0.008000
64,289,0,500,0.008000
64,297,0,5000,0.003000
64,283,0,50000,0.017000
64,223,0,10,0.005000
64,292,0,100,0.017000
64,322,0,1000,0.006000
64,302,0,10000,0.012000
64,202,0,5,0.003000
64,265,0,50,0.004000
64,295,0,500,0.015000
64,270,0,5000,0.009000
64,290,0,50000,0.004000
64,207,0,10,0.019000
64,306,0,100,0.017000
64,293,0,1000,0.004000
64,312,0,10000,0.004000
64,199,0,5,0.016000
64,277,0,50,0.012000
64,304,0,500,0.016000
64,286,0,5000,0.007000
64,309,0,50000,0.007000
128,459,0,10,0.017000
128,727,0,100,0.014000
128,750,0,1000,0.008000
128,786,0,10000,0.006000
128,401,0,5,0.007000
128,635,0,50,0.002000
128,727,0,500,0.017000
128,724,0,5000,0.008000
128,758,0,50000,0.004000
128,508,0,10,0.019000
128,725,0,100,0.003000
128,751,0,1000,0.013000
128,760,0,10000,0.019000
128,421,0,5,0.013000
128,613,0,50,0.018000
128,702,0,500,0.017000
128,786,0,5000,0.019000
128,751,0,50000,0.008000
128,469,0,10,0.016000
128,712,0,100,0.015000
128,719,0,1000,0.006000
128,760,0,10000,0.015000
128,444,0,5,0.014000
128,579,0,50,0.012000
128,775,0,500,0.008000
128,800,0,5000,0.010000
128,695,0,50000,0.005000
128,478,0,10,0.020000
128,686,0,100,0.019000
128,770,0,1000,0.018000
128,786,0,10000,0.016000
128,438,0,5,0.014000
128,614,0,50,0.018000
128,775,0,500,0.008000
128,772,0,5000,0.005000
128,749,0,50000,0.006000
128,481,0,10,0.023000
128,711,0,100,0.002000
128,763,0,1000,0.020000
128,783,0,10000,0.008000
128,436,0,5,0.016000
128,615,0,50,0.003000
128,768,0,500,0.006000
128,758,0,5000,0.017000
128,734,0,50000,0.012000
128,487,0,10,0.019000
128,714,0,100,0.008000
128,786,0,1000,0.015000
128,757,0,10000,0.015000
128,437,0,5,0.015000
128,590,0,50,0.005000
128,814,0,500,0.019000
128,771,0,5000,0.011000
128,779,0,50000,0.017000
128,504,0,10,0.012000
128,699,0,100,0.009000
128,822,0,1000,0.008000
128,766,0,10000,0.015000
128,492,0,5,0.003000
128,603,0,50,0.011000
128,791,0,500,0.014000
128,760,0,5000,0.013000
128,768,0,50000,0.007000
128,504,0,10,0.007000
128,726,0,100,0.014000
128,775,0,1000,0.019000
128,788,0,10000,0.007000
128,454,0,5,0.019000
128,588,0,50,0.011000
128,768,0,500,0.004000
128,762,0,5000,0.009000
128,783,0,50000,0.019000
128,467,0,10,0.016000
128,697,0,100,0.006000
128,788,0,1000,0.004000
128,803,0,10000,0.015000
128,444,0,5,0.014000
128,623,0,50,0.015000
128,789,0,500,0.018000
128,789,0,5000,0.013000
128,729,0,50000,0.019000
128,467,0,10,0.015000
128,721,0,100,0.009000
128,718,0,1000,0.014000
128,766,0,10000,0.004000
128,446,0,5,0.006000
128,612,0,50,0.017000
128,734,0,500,0.009000
128,759,0,5000,0.009000
128,753,0,50000,0.017000
256,1074,0,10,0.022000
256,1505,0,100,0.012000
256,1845,0,1000,0.008000
256,1898,0,10000,0.014000
256,995,0,5,0.018000
256,1292,0,50,0.009000
256,1867,0,500,0.012000
256,1877,0,5000,0.007000
256,1825,0,50000,0.015000
256,1131,0,10,0.023000
256,1463,0,100,0.004000
256,1855,0,1000,0.019000
256,1905,0,10000,0.018000
256,977,0,5,0.018000
256,1344,0,50,0.017000
256,1895,0,500,0.012000
256,1871,0,5000,0.019000
256,1798,0,50000,0.013000
256,1093,0,10,0.015000
256,1471,0,100,0.009000
256,1876,0,1000,0.005000
256,1798,0,10000,0.005000
256,1042,0,5,0.012000
256,1227,0,50,0.019000
256,1818,0,500,0.011000
256,1823,0,5000,0.009000
256,1797,0,50000,0.020000
256,1084,0,10,0.013000
256,1478,0,100,0.001000
256,1864,0,1000,0.015000
256,1881,0,10000,0.008000
256,998,0,5,0.007000
256,1310,0,50,0.013000
256,1816,0,500,0.014000
256,1807,0,5000,0.015000
256,1905,0,50000,0.020000
256,1077,0,10,0.009000
256,1458,0,100,0.018000
256,1894,0,1000,0.012000
256,1835,0,10000,0.006000
256,1041,0,5,0.015000
256,1282,0,50,0.009000
256,1924,0,500,0.007000
256,1767,0,5000,0.009000
256,1852,0,50000,0.018000
256,1052,0,10,0.003000
256,1477,0,100,0.006000
256,1858,0,1000,0.013000
256,1926,0,10000,0.012000
256,1030,0,5,0.002000
256,1280,0,50,0.018000
256,1811,0,500,0.009000
256,1934,0,5000,0.011000
256,1821,0,50000,0.009000
256,1110,0,10,0.025000
256,1462,0,100,0.017000
256,1844,0,1000,0.012000
256,1900,0,10000,0.020000
256,1027,0,5,0.013000
256,1314,0,50,0.008000
256,1832,0,500,0.015000
256,1849,0,5000,0.010000
256,1808,0,50000,0.006000
256,1102,0,10,0.023000
256,1451,0,100,0.015000
256,1843,0,1000,0.012000
256,1786,0,10000,0.011000
256,997,0,5,0.012000
256,1298,0,50,0.013000
256,1875,0,500,0.010000
256,1842,0,5000,0.006000
256,1865,0,50000,0.022000
256,1145,0,10,0.023000
256,1488,0,100,0.007000
256,1866,0,1000,0.009000
256,1893,0,10000,0.016000
256,1053,0,5,0.017000
256,1269,0,50,0.011000
256,1822,0,500,0.015000
256,1876,0,5000,0.023000
256,1844,0,50000,0.006000
256,1074,0,10,0.010000
256,1478,0,100,0.007000
256,1886,0,1000,0.005000
