64,202,0,10,0.002000
64,286,0,100,0.010000
64,298,0,1000,0.005000
64,300,0,10000,0.012000
64,183,0,5,0.010000
64,283,0,50,0.013000
64,289,0,500,0.014000
64,293,0,5000,0.012000
64,305,0,50000,0.017000
64,186,0,10,0.020000
64,300,0,100,0.003000
64,322,0,1000,0.006000
64,280,0,10000,0.002000
64,180,0,5,0.017000
64,270,0,50,0.006000
64,283,0,500,0.004000
64,328,0,5000,0.010000
64,309,0,50000,0.008000
64,189,0,10,0.005000
64,290,0,100,0.016000
64,296,0,1000,0.004000
64,326,0,10000,0.002000
64,182,0,5,0.005000
64,280,0,50,0.002000
64,302,0,500,0.013000
64,308,0,5000,0.014000
64,326,0,50000,0.026000
64,201,0,10,0.015000
64,299,0,100,0.017000
64,304,0,1000,0.016000
64,318,0,10000,0.010000
64,185,0,5,0.009000
64,286,0,50,0.004000
64,295,0,500,0.014000
64,313,0,5000,0.006000
64,301,0,50000,0.017000
64,199,0,10,0.010000
64,291,0,100,0.009000
64,323,0,1000,0.005000
64,292,0,10000,0.007000
64,193,0,5,0.015000
64,287,0,50,0.008000
64,322,0,500,0.003000
64,308,0,5000,0.013000
64,296,0,50000,0.017000
64,202,0,10,0.004000
64,304,0,100,0.005000
64,317,0,1000,0.009000
64,303,0,10000,0.010000
64,191,0,5,0.010000
64,280,0,50,0.015000
64,314,0,500,0.008000
64,293,0,5000,0.003000
64,285,0,50000,0.012000
64,220,0,10,0.017000
64,314,0,100,0.005000
64,297,0,1000,0.019000
64,285,0,10000,0.006000
64,190,0,5,0.016000
64,281,0,50,0.004000
64,302,0,500,0.010000
64,325,0,5000,0.009000
64,257,0,50000,0.005000
64,209,0,10,0.009000
64,283,0,100,0.008000
64,321,0,1000,0.003000
64,320,0,10000,0.004000
64,166,0,5,0.010000
64,279,0,50,0.002000
64,310,0,500,0.017000
64,308,0,5000,0.007000
64,299,0,50000,0.026000
64,210,0,10,0.014000
64,288,0,100,0.009000
64,292,0,1000,0.006000
64,309,0,10000,0.013000
64,181,0,5,0.005000
64,294,0,50,0.001000
64,291,0,500,0.007000
64,300,0,5000,0.015000
64,305,0,50000,0.016000
64,195,0,10,0.013000
64,262,0,100,0.016000
64,288,0,1000,0.015000
64,292,0,10000,0.007000
64,176,0,5,0.004000
64,286,0,50,0.015000
64,305,0,500,0.008000
64,292,0,5000,0.015000
64,288,0,50000,0.009000
128,514,0,10,0.007000
128,789,0,100,0.006000
128,753,0,1000,0.017000
128,773,0,10000,0.004000
128,462,0,5,0.003000
128,614,0,50,0.008000
128,779,0,500,0.014000
128,834,0,5000,0.016000
128,765,0,50000,0.008000
128,488,0,10,0.013000
128,639,0,100,0.019000
128,797,0,1000,0.005000
128,766,0,10000,0.017000
128,440,0,5,0.004000
128,631,0,50,0.004000
128,742,0,500,0.018000
128,748,0,5000,0.010000
128,767,0,50000,0.010000
128,471,0,10,0.007000
128,707,0,100,0.004000
128,740,0,1000,0.017000
128,821,0,10000,0.003000
128,449,0,5,0.009000
128,587,0,50,0.012000
128,766,0,500,0.016000
128,778,0,5000,0.003000
128,770,0,50000,0.004000
128,505,0,10,0.007000
128,717,0,100,0.012000
128,771,0,1000,0.003000
128,735,0,10000,0.005000
128,438,0,5,0.018000
128,603,0,50,0.004000
